CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
1735,Male,34,14,8173.38,163016.93,Monthly,Credit Card,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes
1736,Female,72,34,2831.23,439355.35,Semi Annually,Bank Transfer,Fiber optic,Yes,No,No,Yes,No,Yes,Yes
1737,Male,79,57,3536.94,182259.09,Quarterly,Cheque,Fiber optic,Yes,No,Yes,No,Yes,No,Yes
1738,Male,46,55,5245.22,614054.57,Semi Annually,Bank Transfer,No,No,Yes,Yes,No,Yes,No,Yes
1739,Male,75,66,1676.52,256586.11,Quarterly,Cash,No,No,No,Yes,Yes,Yes,Yes,Yes
1740,Male,23,37,10977.78,241963.97,Quarterly,Credit Card,No,No,Yes,Yes,Yes,No,Yes,Yes
1741,Female,31,68,8924.42,10729.86,Annually,Bank Transfer,DSL,Yes,No,No,Yes,Yes,No,No
1742,Female,39,26,4506.58,223399.69,Annually,Digital Wallet,No,Yes,Yes,No,Yes,Yes,Yes,No
1743,Female,71,61,3736.05,181959.71,Quarterly,Credit Card,Fiber optic,No,Yes,No,Yes,No,No,Yes
1744,Male,23,67,8337.03,281160.36,Annually,Digital Wallet,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes
1745,Female,43,52,5205.81,126648.76,Monthly,Cheque,Fiber optic,No,Yes,No,Yes,Yes,No,No
1746,Female,56,18,2906.17,479772.45,Monthly,Cash,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1747,Female,29,53,5275.78,198605.82,Semi Annually,Bank Transfer,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
1748,Male,52,63,10481.3,667083.18,Quarterly,Credit Card,DSL,Yes,No,No,Yes,Yes,Yes,Yes
1749,Male,31,53,1009.56,234800.78,Semi Annually,Bank Transfer,No,Yes,No,No,No,No,Yes,No
1750,Male,39,27,4546.63,176586.98,Quarterly,Bank Transfer,DSL,No,No,No,Yes,Yes,No,Yes
1751,Female,68,31,11555.61,54833.58,Quarterly,Credit Card,No,Yes,No,No,No,Yes,Yes,No
1752,Female,40,1,375.02,594526.29,Semi Annually,Cash,DSL,Yes,No,Yes,No,Yes,Yes,No
1753,Female,65,6,10709.56,411484.46,Semi Annually,Cash,DSL,No,Yes,No,No,No,No,No
1754,Male,24,11,4623.04,99888.57,Semi Annually,Cheque,Fiber optic,No,No,Yes,No,No,Yes,No
1755,Male,57,34,2436.31,184854.48,Semi Annually,Credit Card,No,No,Yes,Yes,No,Yes,Yes,Yes
1756,Female,67,63,376.76,798988.07,Monthly,Credit Card,No,Yes,No,Yes,No,Yes,No,No
1757,Male,42,53,1032.17,646762.69,Quarterly,Digital Wallet,No,Yes,Yes,Yes,Yes,Yes,No,No
1758,Male,30,18,2227.75,286396.89,Annually,Digital Wallet,DSL,Yes,No,Yes,Yes,Yes,No,No
1759,Male,38,21,499.83,438618.32,Quarterly,Digital Wallet,Fiber optic,Yes,No,No,Yes,No,No,Yes
1760,Male,58,19,4163.03,338653.56,Monthly,Cash,Fiber optic,No,Yes,Yes,No,No,No,Yes
1761,Female,27,4,729.74,38747.76,Quarterly,Cheque,No,No,No,No,Yes,No,Yes,No
1762,Male,70,29,8368.15,625154.84,Monthly,Cheque,No,Yes,No,No,Yes,Yes,No,Yes
1763,Male,72,25,9863.1,576419.03,Quarterly,Bank Transfer,DSL,Yes,Yes,Yes,Yes,Yes,No,No
1764,Male,76,56,10672.07,332953.83,Monthly,Cheque,DSL,No,Yes,No,Yes,Yes,Yes,Yes
1765,Male,26,63,6679.71,678258.74,Annually,Digital Wallet,DSL,Yes,Yes,No,No,No,Yes,Yes
1766,Female,32,27,11368.81,432443.88,Annually,Credit Card,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
1767,Female,69,60,266.62,61514.67,Annually,Bank Transfer,DSL,No,Yes,No,No,Yes,No,Yes
1768,Male,19,49,1781.42,214930.97,Annually,Cash,DSL,Yes,No,Yes,No,Yes,Yes,No
1769,Male,42,65,3659.36,374800.54,Monthly,Cheque,DSL,Yes,No,No,Yes,Yes,No,No
1770,Male,30,38,9510.49,91724.9,Quarterly,Credit Card,No,No,Yes,No,Yes,Yes,Yes,No
1771,Male,51,52,10647.59,461154.14,Annually,Digital Wallet,DSL,Yes,Yes,No,No,No,Yes,No
1772,Male,68,1,7493.99,105248.85,Annually,Cash,No,Yes,No,No,No,No,No,Yes
1773,Male,75,40,4722.19,168401.47,Quarterly,Cash,Fiber optic,Yes,Yes,Yes,Yes,No,No,No
1774,Female,51,21,8056.98,716247.09,Quarterly,Cheque,Fiber optic,No,No,No,Yes,Yes,Yes,No
1775,Male,52,15,2334.61,799851.79,Semi Annually,Credit Card,No,Yes,No,No,Yes,No,Yes,Yes
1776,Female,55,50,5602.91,444700.14,Quarterly,Digital Wallet,No,Yes,No,Yes,Yes,No,No,No
1777,Female,20,48,6189.02,499522.4,Quarterly,Digital Wallet,DSL,Yes,No,Yes,No,Yes,No,Yes
1778,Male,59,32,1437.48,639970.61,Quarterly,Digital Wallet,DSL,Yes,Yes,No,Yes,No,No,No
1779,Female,73,49,599.7,559950.2,Semi Annually,Digital Wallet,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
1780,Female,76,68,9051.24,154148.57,Quarterly,Cheque,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
1781,Female,23,45,6509.54,335220.5,Monthly,Cheque,Fiber optic,Yes,No,Yes,Yes,Yes,No,No
1782,Female,72,32,4120.42,432742.05,Annually,Credit Card,Fiber optic,No,No,Yes,Yes,No,No,Yes
1783,Female,65,4,5359.3,294172.47,Monthly,Bank Transfer,DSL,Yes,No,Yes,No,No,Yes,Yes
1784,Female,66,65,11500.9,149123.87,Semi Annually,Cheque,DSL,Yes,No,No,Yes,Yes,No,Yes
1785,Male,36,71,4741.98,591529.54,Semi Annually,Digital Wallet,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
1786,Female,20,65,1421.05,167088.66,Semi Annually,Credit Card,DSL,No,No,Yes,No,No,Yes,No
1787,Female,35,18,5670.51,215783.88,Semi Annually,Digital Wallet,DSL,Yes,Yes,No,Yes,No,Yes,Yes
1788,Female,56,54,7846.97,236350.5,Semi Annually,Cheque,No,No,No,Yes,No,No,No,No
1789,Male,26,47,342.93,137805.59,Annually,Credit Card,No,Yes,Yes,Yes,Yes,No,No,No
1790,Female,69,6,4121.62,681145.78,Quarterly,Digital Wallet,Fiber optic,Yes,No,No,Yes,No,No,No
1791,Male,29,66,4843.47,492386.89,Monthly,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
1792,Female,22,9,5671.84,669451.02,Monthly,Cash,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes
1793,Male,20,68,3759.87,400046.16,Quarterly,Cash,Fiber optic,Yes,No,Yes,Yes,No,No,Yes
1794,Male,28,23,8069.68,420454.8,Semi Annually,Digital Wallet,Fiber optic,No,No,Yes,No,Yes,No,No
1795,Female,74,43,11347.57,496754.26,Quarterly,Cash,DSL,No,No,No,Yes,Yes,No,No
1796,Female,47,51,10985.18,303026.44,Semi Annually,Bank Transfer,No,No,No,Yes,No,Yes,Yes,No
1797,Male,21,25,8039.84,402301.43,Annually,Bank Transfer,No,No,Yes,Yes,No,No,Yes,No
1798,Female,22,35,6181.23,442062.95,Monthly,Digital Wallet,No,No,Yes,Yes,No,Yes,Yes,Yes
1799,Male,18,17,9944.62,763298.52,Monthly,Bank Transfer,DSL,No,Yes,No,No,No,Yes,No
1800,Male,44,18,10064.06,707497.42,Annually,Cash,DSL,No,Yes,No,No,Yes,No,No
1801,Male,45,27,9988.96,112104.22,Annually,Digital Wallet,DSL,Yes,No,Yes,No,Yes,Yes,Yes
1802,Male,46,15,2062.58,42613.15,Semi Annually,Cash,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1803,Male,35,69,500.1,547463.82,Quarterly,Bank Transfer,No,Yes,No,No,No,Yes,Yes,Yes
1804,Female,29,15,11801.68,48866.95,Semi Annually,Bank Transfer,No,No,No,Yes,No,No,Yes,Yes
1805,Male,30,42,11523.92,57677.34,Semi Annually,Credit Card,No,Yes,No,Yes,Yes,Yes,No,Yes
1806,Male,58,34,6859.67,135818.08,Monthly,Cheque,No,Yes,Yes,No,No,Yes,No,No
1807,Female,19,48,11918.15,287848.6,Semi Annually,Cheque,DSL,Yes,Yes,Yes,Yes,No,No,Yes
1808,Male,54,8,9292.46,353646.93,Quarterly,Digital Wallet,DSL,No,Yes,Yes,No,Yes,Yes,Yes
1809,Female,62,10,6305.09,420308.65,Semi Annually,Cash,No,No,Yes,No,No,No,No,No
1810,Female,33,5,4794.11,793907.67,Monthly,Cheque,DSL,No,No,Yes,No,Yes,No,No
1811,Female,65,48,7195.79,314333.88,Quarterly,Digital Wallet,No,No,No,Yes,Yes,No,Yes,No
1812,Male,41,26,6286.46,201774.95,Quarterly,Bank Transfer,No,No,Yes,No,Yes,Yes,No,Yes
1813,Male,52,23,11926.87,464449.4,Monthly,Cheque,No,No,Yes,No,No,No,Yes,No
1814,Male,39,62,5987.43,179969.25,Monthly,Cash,DSL,Yes,No,No,No,Yes,No,Yes
1815,Female,53,13,10063.87,753029.31,Semi Annually,Credit Card,Fiber optic,No,No,No,Yes,No,No,No
1816,Male,28,9,9800.76,214810.9,Monthly,Credit Card,Fiber optic,Yes,No,No,Yes,No,No,Yes
1817,Female,72,20,1042.59,792047.97,Annually,Cheque,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
1818,Male,75,57,1226.68,340747.87,Monthly,Credit Card,Fiber optic,No,Yes,No,No,No,No,Yes
1819,Female,63,24,7985.76,652021.95,Annually,Digital Wallet,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
1820,Male,46,33,3257.47,522141.46,Monthly,Cash,DSL,No,No,Yes,No,No,No,No
1821,Male,52,20,7958.82,747460.4,Annually,Bank Transfer,No,Yes,Yes,No,No,No,Yes,Yes
1822,Male,65,60,1906.59,504087.29,Annually,Cash,Fiber optic,Yes,Yes,No,Yes,No,No,Yes
1823,Female,71,48,4885.41,469162.2,Monthly,Bank Transfer,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes
1824,Female,32,64,1409.15,525753.43,Quarterly,Credit Card,Fiber optic,Yes,Yes,Yes,No,Yes,No,No
1825,Male,77,30,3528.7,631307.77,Quarterly,Digital Wallet,No,Yes,No,No,Yes,No,Yes,Yes
1826,Male,48,17,1241.92,720084.89,Annually,Bank Transfer,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
1827,Female,59,14,11652.83,220783.77,Quarterly,Credit Card,DSL,No,Yes,Yes,Yes,No,No,Yes
1828,Female,58,19,4861.69,168700.8,Monthly,Bank Transfer,No,No,No,Yes,No,Yes,Yes,No
1829,Female,60,71,10834.03,37136.26,Annually,Cheque,No,Yes,Yes,No,No,Yes,No,Yes
1830,Male,33,59,11659.83,302362.57,Semi Annually,Cash,No,No,Yes,No,Yes,Yes,Yes,No
1831,Female,27,67,10932.84,678486.17,Annually,Digital Wallet,No,No,No,Yes,No,Yes,No,No
1832,Male,66,44,5568.52,65187.37,Semi Annually,Credit Card,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
1833,Female,49,32,9390.99,435430.86,Semi Annually,Digital Wallet,Fiber optic,Yes,Yes,No,No,Yes,No,No
1834,Male,68,11,2013.65,558883.02,Annually,Cash,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes
1835,Female,19,2,1319.02,671113.9,Semi Annually,Bank Transfer,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
1836,Female,41,68,10547.44,470909.95,Quarterly,Bank Transfer,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1837,Female,40,17,567.22,157192.81,Semi Annually,Digital Wallet,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes
1838,Female,19,40,11673.46,771983.64,Quarterly,Bank Transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1839,Female,55,46,8131.18,84774.69,Annually,Bank Transfer,No,Yes,No,Yes,Yes,Yes,Yes,Yes
1840,Male,48,4,5151.43,617509.69,Semi Annually,Bank Transfer,DSL,Yes,Yes,No,Yes,Yes,Yes,No
1841,Female,68,38,1868.23,78381.79,Semi Annually,Cheque,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes
1842,Female,57,63,8734.13,123301.1,Quarterly,Credit Card,Fiber optic,No,Yes,No,Yes,No,Yes,Yes
1843,Female,43,29,6844.72,719590.32,Quarterly,Credit Card,No,Yes,No,Yes,Yes,No,Yes,No
1844,Male,46,19,8591.3,604928.98,Annually,Cash,Fiber optic,No,Yes,Yes,Yes,No,No,Yes
1845,Female,20,29,5131.48,298751.53,Annually,Bank Transfer,DSL,Yes,Yes,No,Yes,Yes,Yes,No
1846,Male,75,35,981.87,514592.24,Semi Annually,Digital Wallet,No,No,Yes,Yes,Yes,No,No,Yes
1847,Female,31,70,3916.67,371225.31,Monthly,Bank Transfer,DSL,No,Yes,Yes,Yes,Yes,No,No
1848,Female,42,23,3917.24,62564.83,Semi Annually,Cash,DSL,No,Yes,No,No,No,Yes,No
1849,Male,65,46,302.41,579690.82,Semi Annually,Bank Transfer,No,Yes,No,No,No,Yes,No,Yes
1850,Female,18,44,313.06,612972.02,Annually,Cheque,Fiber optic,Yes,Yes,No,No,No,Yes,No
1851,Male,70,48,4102.95,707049.7,Annually,Cash,DSL,Yes,Yes,No,No,Yes,Yes,Yes
1852,Male,20,52,8785.96,437103.5,Semi Annually,Credit Card,No,No,Yes,Yes,Yes,No,No,No
1853,Female,71,8,7563.72,541778.98,Quarterly,Credit Card,Fiber optic,Yes,No,Yes,No,No,No,Yes
1854,Male,43,55,3020.41,356059.83,Annually,Cheque,Fiber optic,Yes,No,No,No,No,Yes,No
1855,Female,35,66,7312.6,261938.31,Semi Annually,Credit Card,DSL,No,No,No,Yes,No,Yes,No
1856,Female,26,40,7839.06,335243.0,Monthly,Cheque,No,No,Yes,No,Yes,No,Yes,Yes
1857,Male,55,31,6366.33,730284.36,Semi Annually,Credit Card,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
1858,Male,40,48,6351.98,139695.32,Monthly,Credit Card,No,Yes,No,No,No,Yes,Yes,Yes
1859,Male,38,61,4563.02,206314.86,Monthly,Bank Transfer,Fiber optic,No,No,No,No,No,No,No
1860,Male,74,52,1656.05,488890.73,Monthly,Cash,No,Yes,Yes,Yes,No,No,No,Yes
1861,Female,18,38,4748.71,101862.24,Semi Annually,Credit Card,No,Yes,No,Yes,No,Yes,Yes,Yes
1862,Female,38,36,4274.94,714572.96,Annually,Cash,No,No,Yes,Yes,Yes,No,Yes,No
1863,Male,44,55,7185.28,47316.73,Quarterly,Cash,DSL,No,Yes,No,No,Yes,No,No
1864,Female,59,13,10303.87,606696.71,Quarterly,Credit Card,Fiber optic,Yes,Yes,No,No,No,Yes,No
1865,Female,76,37,4629.43,305245.16,Semi Annually,Cash,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
1866,Female,23,47,8574.88,50420.8,Semi Annually,Cheque,DSL,No,Yes,No,No,No,No,Yes
1867,Female,72,71,9779.6,675913.04,Monthly,Digital Wallet,Fiber optic,No,Yes,Yes,No,No,Yes,No
1868,Male,61,22,2698.67,515963.59,Annually,Cheque,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
1869,Male,53,39,10839.47,16998.38,Semi Annually,Credit Card,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes
1870,Female,45,58,1031.25,221350.95,Quarterly,Cheque,DSL,No,No,Yes,Yes,No,Yes,No
1871,Male,62,30,10840.29,288116.03,Semi Annually,Digital Wallet,DSL,Yes,Yes,Yes,No,No,No,No
1872,Male,34,18,2130.87,264836.74,Annually,Cheque,No,No,No,Yes,No,No,Yes,Yes
1873,Male,76,18,4178.6,403690.2,Annually,Cash,DSL,Yes,No,Yes,Yes,Yes,Yes,No
1874,Female,57,39,7341.78,426174.34,Semi Annually,Credit Card,No,No,Yes,No,No,No,Yes,No
1875,Female,75,26,10887.06,323435.67,Semi Annually,Cash,Fiber optic,No,No,Yes,Yes,No,Yes,No
1876,Female,69,71,3217.28,272098.57,Annually,Cash,DSL,No,No,No,Yes,No,Yes,Yes
1877,Male,20,7,9210.17,408483.37,Annually,Credit Card,DSL,No,Yes,Yes,No,No,No,No
1878,Female,29,69,8583.14,36556.17,Monthly,Credit Card,DSL,No,Yes,No,No,Yes,Yes,Yes
1879,Female,56,65,2084.56,519709.39,Semi Annually,Bank Transfer,DSL,No,No,No,Yes,No,No,Yes
1880,Male,29,46,5857.67,488726.19,Semi Annually,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
1881,Female,19,18,5881.76,230583.64,Semi Annually,Cash,No,No,Yes,No,No,No,Yes,No
1882,Female,73,13,3794.42,151817.2,Quarterly,Cash,Fiber optic,Yes,No,Yes,No,No,Yes,Yes
1883,Male,63,25,9403.07,67658.13,Monthly,Credit Card,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1884,Male,39,8,11126.02,474001.56,Annually,Credit Card,Fiber optic,No,Yes,Yes,No,No,No,No
1885,Male,40,32,8655.56,459431.22,Monthly,Cheque,Fiber optic,No,No,No,Yes,Yes,No,No
1886,Female,47,17,11680.87,431321.29,Quarterly,Cash,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
1887,Female,22,48,795.53,788638.43,Monthly,Cash,DSL,No,No,No,No,Yes,No,No
1888,Female,26,63,639.23,429919.85,Quarterly,Credit Card,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes
1889,Male,38,40,10747.53,580214.68,Monthly,Cash,No,Yes,Yes,Yes,No,No,No,No
1890,Male,28,15,10794.04,99205.43,Monthly,Digital Wallet,Fiber optic,No,No,No,Yes,Yes,No,No
1891,Female,22,6,1464.03,246186.92,Monthly,Bank Transfer,DSL,No,No,Yes,No,No,No,No
1892,Female,52,63,4417.86,227602.83,Semi Annually,Credit Card,Fiber optic,No,No,Yes,No,No,Yes,No
1893,Male,44,8,10057.66,465020.65,Annually,Credit Card,Fiber optic,No,Yes,No,No,No,Yes,No
1894,Male,66,32,1716.78,271342.45,Monthly,Cash,No,No,No,Yes,No,Yes,No,No
1895,Male,19,45,3355.65,516442.48,Semi Annually,Bank Transfer,No,Yes,No,Yes,Yes,Yes,Yes,Yes
1896,Male,41,52,8235.75,555170.89,Semi Annually,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes
1897,Female,48,13,11786.41,36614.97,Semi Annually,Credit Card,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes
1898,Male,50,24,9606.24,515408.59,Quarterly,Credit Card,Fiber optic,No,No,Yes,Yes,Yes,No,No
1899,Female,56,40,9372.35,102262.02,Monthly,Credit Card,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1900,Female,47,14,4243.42,377456.89,Annually,Digital Wallet,No,No,No,Yes,Yes,Yes,Yes,No
1901,Female,63,70,8003.85,583995.49,Monthly,Cash,DSL,No,No,Yes,No,No,Yes,No
1902,Male,54,62,1534.44,565642.55,Monthly,Digital Wallet,No,No,Yes,Yes,Yes,No,No,No
1903,Male,68,61,11908.75,246859.81,Annually,Credit Card,Fiber optic,No,Yes,No,No,No,No,Yes
1904,Male,45,1,5870.89,225169.02,Semi Annually,Bank Transfer,Fiber optic,Yes,No,Yes,No,No,Yes,No
1905,Male,77,66,7737.93,357778.94,Monthly,Cash,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1906,Female,48,32,10538.83,159047.0,Semi Annually,Cash,DSL,No,Yes,No,Yes,Yes,Yes,No
1907,Male,28,13,211.39,780012.22,Semi Annually,Credit Card,No,Yes,No,No,Yes,Yes,No,No
1908,Male,40,33,11716.59,282484.49,Semi Annually,Credit Card,No,Yes,Yes,No,No,No,Yes,Yes
1909,Female,74,32,4438.08,739164.69,Annually,Credit Card,Fiber optic,Yes,Yes,Yes,No,No,No,No
1910,Male,19,56,4207.17,727529.32,Semi Annually,Credit Card,Fiber optic,Yes,No,Yes,No,No,Yes,Yes
1911,Female,57,24,1911.75,298230.7,Monthly,Credit Card,DSL,Yes,No,Yes,Yes,No,No,No
1912,Female,58,4,10326.58,210726.86,Semi Annually,Credit Card,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes
1913,Female,44,23,10475.91,618960.15,Quarterly,Cash,DSL,Yes,Yes,Yes,Yes,No,No,No
1914,Female,52,29,435.87,191208.5,Quarterly,Digital Wallet,No,No,No,Yes,Yes,No,No,Yes
1915,Female,19,21,857.56,421784.65,Quarterly,Bank Transfer,DSL,No,No,No,No,Yes,Yes,No
1916,Female,56,30,11036.43,97444.61,Semi Annually,Credit Card,No,Yes,Yes,Yes,No,Yes,No,No
1917,Female,54,20,1649.84,314886.4,Monthly,Bank Transfer,No,Yes,No,Yes,No,No,No,Yes
1918,Female,38,16,7526.94,71742.39,Monthly,Cash,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No
1919,Male,75,67,7511.88,233917.28,Semi Annually,Bank Transfer,No,No,No,Yes,No,No,No,No
1920,Male,22,49,10462.82,535582.05,Semi Annually,Cash,No,Yes,No,No,Yes,No,No,No
1921,Male,69,58,6957.32,793132.65,Annually,Cheque,DSL,No,Yes,Yes,Yes,No,No,No
1922,Male,62,44,5321.33,211298.0,Semi Annually,Digital Wallet,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
1923,Female,38,25,11697.69,383923.82,Quarterly,Cheque,Fiber optic,Yes,No,No,No,Yes,No,Yes
1924,Male,46,23,2900.02,363956.43,Annually,Cash,Fiber optic,Yes,Yes,No,No,No,No,Yes
1925,Female,37,59,3300.07,155481.37,Annually,Cheque,No,No,Yes,No,No,No,No,No
1926,Male,78,1,1200.28,491954.54,Semi Annually,Cash,No,No,Yes,No,No,No,No,Yes
1927,Male,55,15,11708.74,582516.91,Semi Annually,Cheque,DSL,No,Yes,No,Yes,Yes,No,Yes
1928,Male,37,52,8535.05,126303.39,Annually,Cash,Fiber optic,Yes,Yes,No,No,No,Yes,Yes
1929,Female,67,58,342.75,608128.41,Annually,Digital Wallet,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
1930,Male,42,41,8510.91,563127.69,Annually,Digital Wallet,No,No,Yes,Yes,Yes,Yes,No,No
1931,Female,19,44,4968.81,165900.88,Annually,Digital Wallet,DSL,Yes,Yes,No,Yes,Yes,Yes,No
1932,Female,74,4,11617.09,522668.62,Annually,Cash,No,No,Yes,No,No,No,Yes,Yes
1933,Male,49,68,3473.17,321000.63,Monthly,Bank Transfer,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
1934,Male,43,7,8581.38,548098.82,Annually,Cheque,No,No,Yes,Yes,No,No,No,No
1935,Male,23,46,7603.72,401916.51,Annually,Cheque,DSL,Yes,Yes,No,No,No,Yes,Yes
1936,Female,58,9,342.19,48028.76,Monthly,Cheque,DSL,No,Yes,No,No,No,No,Yes
1937,Male,74,33,10645.56,631703.92,Quarterly,Cheque,No,No,No,No,Yes,No,Yes,Yes
1938,Female,20,33,1847.43,448923.94,Quarterly,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,No,No,No
1939,Female,50,4,8030.35,582587.75,Quarterly,Bank Transfer,No,No,No,Yes,No,No,No,No
1940,Male,18,65,9351.47,109596.7,Quarterly,Cheque,No,No,Yes,Yes,Yes,No,No,Yes
1941,Male,68,34,7644.95,579805.25,Semi Annually,Bank Transfer,DSL,No,Yes,No,No,Yes,No,Yes
1942,Female,22,64,1345.94,336796.29,Semi Annually,Cash,No,No,Yes,Yes,No,No,No,Yes
1943,Female,30,25,11707.11,641420.96,Annually,Cash,DSL,No,Yes,Yes,No,No,No,No
1944,Female,36,55,2994.45,483341.04,Annually,Cheque,DSL,No,Yes,No,No,No,No,Yes
1945,Male,29,9,7608.8,290372.68,Quarterly,Credit Card,No,No,Yes,No,Yes,No,Yes,Yes
1946,Female,65,17,9606.7,169514.39,Quarterly,Digital Wallet,DSL,No,Yes,No,Yes,No,Yes,Yes
1947,Male,42,21,11282.98,654580.09,Monthly,Cheque,No,No,Yes,No,No,No,No,No
1948,Female,74,60,7327.32,452552.2,Monthly,Digital Wallet,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
1949,Female,68,13,3256.84,790099.78,Monthly,Cheque,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
1950,Male,52,3,10072.34,305056.05,Quarterly,Digital Wallet,DSL,No,No,No,Yes,No,No,Yes
1951,Female,29,68,2126.0,551718.19,Monthly,Credit Card,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
1952,Male,47,4,462.93,502028.49,Annually,Credit Card,Fiber optic,Yes,No,No,No,No,No,Yes
1953,Male,22,7,10916.16,513689.55,Quarterly,Cash,No,Yes,No,No,Yes,No,No,No
1954,Female,51,26,6989.59,592214.17,Semi Annually,Cheque,No,Yes,No,Yes,No,No,No,No
1955,Male,39,24,1021.77,119895.54,Quarterly,Credit Card,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes
1956,Male,56,10,7040.81,444218.79,Semi Annually,Credit Card,Fiber optic,No,No,No,Yes,Yes,No,Yes
1957,Female,30,13,1911.17,412212.44,Semi Annually,Cheque,No,No,No,No,Yes,Yes,No,No
1958,Male,74,44,570.35,280598.53,Quarterly,Cheque,No,No,Yes,Yes,No,Yes,Yes,No
1959,Male,64,39,1574.98,354558.71,Monthly,Cash,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
1960,Male,71,19,9346.27,419861.54,Annually,Credit Card,DSL,Yes,No,Yes,No,Yes,Yes,No
1961,Female,20,51,9116.8,263528.63,Quarterly,Digital Wallet,No,Yes,Yes,No,No,Yes,No,Yes
1962,Male,77,19,7330.95,241595.48,Monthly,Cheque,No,Yes,No,Yes,No,No,No,Yes
1963,Female,70,52,2670.07,593235.33,Semi Annually,Cheque,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
1964,Female,37,47,8919.81,62865.33,Semi Annually,Cheque,Fiber optic,No,Yes,No,No,No,No,Yes
1965,Male,48,30,5014.93,257240.83,Semi Annually,Cheque,DSL,No,Yes,Yes,Yes,No,Yes,Yes
1966,Male,22,46,6226.89,526431.81,Semi Annually,Credit Card,No,Yes,Yes,No,Yes,Yes,No,No
1967,Male,41,21,10792.16,174930.64,Quarterly,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,No,No,Yes
1968,Female,57,48,5602.72,462095.38,Annually,Cash,Fiber optic,Yes,No,Yes,No,Yes,No,No
1969,Male,71,62,7591.12,248709.67,Semi Annually,Bank Transfer,DSL,Yes,Yes,No,No,Yes,Yes,Yes
1970,Male,50,58,11548.67,676208.01,Monthly,Credit Card,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1971,Male,25,18,5526.4,286491.57,Monthly,Credit Card,No,Yes,Yes,Yes,No,No,Yes,Yes
1972,Male,41,59,6816.59,191318.08,Annually,Bank Transfer,Fiber optic,No,No,No,No,No,Yes,Yes
1973,Male,67,48,7096.09,428781.98,Annually,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes
1974,Female,37,63,3040.4,117171.81,Annually,Cheque,No,No,Yes,Yes,Yes,Yes,Yes,No
1975,Female,77,12,8895.68,640012.33,Semi Annually,Digital Wallet,DSL,No,No,Yes,Yes,Yes,Yes,Yes
1976,Male,33,34,8774.32,547222.32,Quarterly,Credit Card,No,No,No,Yes,Yes,Yes,Yes,Yes
1977,Male,67,61,2719.97,618702.03,Semi Annually,Credit Card,No,Yes,No,Yes,No,No,Yes,Yes
